tieu_de,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang,source_site,dien_tich_log,quan,thanh_pho,gia,gia_log
"Bán Nhà riêng tạiĐường Tố Hữu, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Đường Tố Hữu, Phường Mộ Lao, Quận Hà Đông, Hà Nội",31.0,4,4,3,Đã có sổ,2025-11-21,thuviennhadat,3.4657359027997265,Quận Hà Đông,Hà Nội,6.5,2.0149030205422647
"Gía chỉ 6.8 tỷ. HXH. DT: 48M2. 4.15X11.5. Phan Đình Phùng, ngay Cầu Kiệu. Q, Phú Nhuận. Q1","Đường Phan Đình Phùng, Phường 2, Quận Phú Nhuận, Hồ Chí Minh",48.0,4,4,3,Đã có sổ,2026-03-28,batdongsan,3.8918202981106265,Quận Phú Nhuận,TP.HCM,6.8,2.0541237336955462
"110m2 Lâm Văn Bền, DT 6 x 17m, 3 tầng, 9 tỷ, dòng tiền 30tr, khu dân cư","Đường Lâm Văn Bền, Phường Tân Hưng, Quận 7, Hồ Chí Minh",110.0,6,6,3,Đã có sổ,2026-03-30,batdongsan,4.709530201312334,Quận 7,TP.HCM,9.0,2.302585092994046
"Bán Nhà riêng tạiđường Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","đường Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",35.0,2,3,5,Đã có sổ,2025-06-03,thuviennhadat,3.58351893845611,Quận Hà Đông,Hà Nội,6.9,2.066862759472976
"Hẻm xe tải 6m, Quang Trung, Gò Vấp, 80m2, 4x20, 4 tầng, nở hậu, chỉ 8.1 tỷ TL","Đường Quang Trung, Phường 10, Quận Gò Vấp, Hồ Chí Minh",80.0,4,4,4,Đã có sổ,2026-03-19,batdongsan,4.394449154672439,Quận Gò Vấp,TP.HCM,8.1,2.2082744135228043
"Hót! Chủ bán gấp nhà riêng 30 tỷ, 149.9m2 tại Thảo Điền, An Khánh, Q2","Phường Thảo Điền, Quận 2, Hồ Chí Minh",149.9,4,4,3,Đã có sổ,2026-03-30,batdongsan,5.016617365773803,Quận 2,TP.HCM,32.0,3.4965075614664802
"Bán Nhà riêng tạiĐường Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Đường Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",25.0,2,2,7,Đã có sổ,2025-06-11,thuviennhadat,3.258096538021482,Quận Thanh Xuân,Hà Nội,4.55,1.713797927758343
Bán nhà mới Khu Dân Cư đường Số 6 Bình Tân (4m*15m - Chỉ 6tỷ150) hẻm nhựa 8m thông gần ngã 4 Gò Mây,"Đường Số 6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",60.0,4,6,5,Đã có sổ,2026-03-21,batdongsan,4.110873864173311,Quận Bình Tân,TP.HCM,6.15,1.9671123567059163
"Bán Nhà mặt phố tạiKĐT Đầm Trấu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","KĐT Đầm Trấu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",46.0,3,5,6,Đã có sổ,2025-12-23,thuviennhadat,3.8501476017100584,Quận Hai Bà Trưng,Hà Nội,23.6,3.202746442938317
"Bán Nhà riêng tạiNguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",54.0,4,4,8,Đã có sổ,2025-03-27,thuviennhadat,4.007333185232471,Quận Thanh Xuân,Hà Nội,14.5,2.740840023925201
Siêu phẩm 3 tầng - Tân Hòa Đông - Bình Tân - 73m2 - chỉ nhỉnh 5 tỷ,"473/, Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",73.0,3,3,3,Đã có sổ,2026-03-16,batdongsan,4.30406509320417,Quận Bình Tân,TP.HCM,4.9,1.7749523509116738
SIÊU PHẨM 173/11 GÒ XOÀI NHÀ MỚI XÂY CHƯA Ở [4.12m x 16m] ĐÚC 5 TẦNG,"173/, Đường Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",66.0,4,5,5,Đã có sổ,2026-03-30,batdongsan,4.204692619390966,Quận Bình Tân,TP.HCM,8.5,2.2512917986064953
"Bán Nhà riêng tạingô thị nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội","ngô thị nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội",46.0,3,3,5,Đã có sổ,2025-10-13,thuviennhadat,3.8501476017100584,Quận Hà Đông,Hà Nội,12.5,2.6026896854443837
"Bán Nhà riêng tạiLạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",50.5,2,2,7,Đã có sổ,2025-12-05,thuviennhadat,3.9415818076696905,Quận Cầu Giấy,Hà Nội,11.8,2.5494451709255714
"Bán nhà Lê Thị Riêng Quận 12, 4 tầng 63m2, đường 12m, giá 7.9 tỷ","Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh",63.0,4,4,4,Đã có sổ,2026-03-28,batdongsan,4.1588830833596715,Quận 12,TP.HCM,7.9,2.186051276738094
"Nhà hẻm 3m Huỳnh Tấn Phát, Phú Thuận - 4x14 - 1 trệt 1 lầu 3PN 5.5 tỷ TL","Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",56.0,3,3,2,Đã có sổ,2026-03-28,batdongsan,4.04305126783455,Quận 7,TP.HCM,5.5,1.8718021769015913
Bán nhà 3tấm mới 95% Lạc Long Quân Quận 11 Ngay Đầm Sen - Lê Đại Hành,"Đường Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh",24.2,2,3,3,Đã có sổ,2026-03-18,batdongsan,3.2268439945173775,Quận 11,TP.HCM,3.9,1.589235205116581
"Bán NR 19m2, giá thương lượng 3,2 tỷ, 2PN, 2WC tại Âu Cơ, p 11, Q11, HCM","Đường Âu Cơ, Phường 11, Quận 11, Hồ Chí Minh",19.0,2,2,2,Đã có sổ,2026-03-27,batdongsan,2.995732273553991,Quận 11,TP.HCM,3.2,1.4350845252893227
Q8 Nhà đẹp BTCT kiên cố- Hẻm xe hơi - sổ vuông vức chỉ 6tỷx bé xíu,"Đường Âu Dương Lân, Phường 2, Quận 8, Hồ Chí Minh",40.0,2,2,2,Đã có sổ,2026-03-25,batdongsan,3.713572066704308,Quận 8,TP.HCM,6.6,2.028148247292285
Khu nhà cao cấp Trịnh Đình Trọng Tân Phú - 79m2 3 tầng - xe hơi đậu ngày đêm - mua ở ngay,"Đường Trịnh Đình Trọng, Phường Hòa Thạnh, Quận Tân Phú, Hồ Chí Minh",79.0,3,3,3,Đã có sổ,2026-03-25,batdongsan,4.382026634673881,Quận Tân Phú,TP.HCM,10.8,2.468099531471619
"Bán Nhà riêng tạiPhố Đại Từ , Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Phố Đại Từ , Phường Đại Kim, Quận Hoàng Mai, Hà Nội",36.0,4,5,5,Đã có sổ,2025-12-13,thuviennhadat,3.6109179126442243,Quận Hoàng Mai,Hà Nội,7.7,2.163323025660538
"Bán nhà nội bộ khu Tên Lửa, 4 x 10m, 3.5 tấm, 7.26 tỷ. Gần Aeon Mall (Tín Hưng)","Đường Số 12, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh",40.0,3,4,4,Đã có sổ,2026-03-29,batdongsan,3.713572066704308,Quận Bình Tân,TP.HCM,7.26,2.1114245875328868
"Bán nhà có thang máy, hẻm xe tải Lạc Long Quân, Quận 11, DT: 4x11m, 5 tầng, giá 8.7 tỷ","hẻm 106, Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",44.0,4,4,5,Đã có sổ,2026-03-25,batdongsan,3.8066624897703196,Quận 11,TP.HCM,8.7,2.272125885509337
"NHÀ 2 LẦU HXH , ĐƯỜNG HỒNG LẠC , P11 , QUẬN - TB","Đường Hồng Lạc, Phường 11, Quận Tân Bình, Hồ Chí Minh",61.0,5,5,3,Đã có sổ,2026-03-30,batdongsan,4.127134385045092,Quận Tân Bình,TP.HCM,8.9,2.2925347571405443
4 TỶ 350 - NHÀ NGAY TRUNG TÂM Q4 - NHÀ 1 LẦU - KHU TÁI THIẾT HOÀNG DIỆU.,"Đường Hoàng Diệu, Phường 8, Quận 4, Hồ Chí Minh",21.5,2,2,2,Đã có sổ,2026-03-24,batdongsan,3.1135153092103742,Quận 4,TP.HCM,4.35,1.6770965609079151
Thiện chí giảm giá bán lẹ nhà Trần Khánh Dư Q1 54m2 4PN 4WC,"Đường Trần Khánh Dư, Phường Tân Định, Quận 1, Hồ Chí Minh",54.0,4,4,3,Đã có sổ,2026-03-21,batdongsan,4.007333185232471,Quận 1,TP.HCM,3.15,1.423108334242607
"Bán Nhà biệt thự, liền kề tạiTrương Định, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội","Trương Định, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",70.0,5,5,7,Đã có sổ,2025-08-23,thuviennhadat,4.2626798770413155,Quận Hoàng Mai,Hà Nội,17.0,2.8903717578961645
"Bán nhà hẻm 10m Lạc Long Quân, Quận 11  3,2x10m  4PN  3 tầng  6,5 tỷ","Đường Lạc Long Quân, Phường 10, Quận 11, Hồ Chí Minh",32.0,4,3,3,Đã có sổ,2026-03-31,batdongsan,3.4965075614664802,Quận 11,TP.HCM,6.5,2.0149030205422647
"25/16 Sơn Kỳ, Quận Tân Phú 3.2 mét dài 13m một trệt lửng 2 lầu sân thượng 5 phòng ngủ","25/16, Đường Sơn Kỳ, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",33.0,5,4,3,Giấy tờ không xác định,2026-03-28,batdongsan,3.5263605246161616,Quận Tân Phú,TP.HCM,5.95,1.9387416595767009
"Bán Nhà mặt phố tạiPhố Chân Cầm, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội","Phố Chân Cầm, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội",30.0,2,2,7,Đã có sổ,2025-10-18,thuviennhadat,3.4339872044851463,Quận Hoàn Kiếm,Hà Nội,21.0,3.091042453358316
Biệt thự Mini 8m x 18m. 3 Tầng View công viên Góc 2MT Hẻm 12m Thông 1/ Nguyễn Thị Búp,"Đường Nguyễn Thị Búp, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",140.0,4,4,4,Đã có sổ,2026-03-28,batdongsan,4.948759890378168,Quận 12,TP.HCM,12.98,2.637627736805664
Mặt tiền ngang gần 5m khu đường số - quận 4. Giá 11 tỷ,"Đường Tân Vĩnh, Phường 4, Quận 4, Hồ Chí Minh",82.0,6,4,4,Đã có sổ,2026-03-23,batdongsan,4.418840607796598,Quận 4,TP.HCM,11.0,2.4849066497880004
Nhà đẹp 5 tầng 42m2 - sát mặt tiền - khu Phan Xích Long - Phú Nhuận - nhỉnh 9 tỷ,"Phường 5, Quận Phú Nhuận, Hồ Chí Minh",42.0,4,5,5,Đã có sổ,2026-03-31,batdongsan,3.7612001156935624,Quận Phú Nhuận,TP.HCM,9.25,2.327277705584417
"Bán Nhà riêng tạiPhường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",40.0,6,4,5,Đã có sổ,2025-04-18,thuviennhadat,3.713572066704308,Quận Hoàng Mai,Hà Nội,7.0,2.0794415416798357
"Bán Nhà riêng tạiHàng Vôi, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội","Hàng Vôi, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",35.0,3,4,5,Đã có sổ,2026-03-22,thuviennhadat,3.58351893845611,Quận Hoàn Kiếm,Hà Nội,19.0,2.995732273553991
Tìm chủ cho căn penthouse mini Phan Đăng Lưu [4x10m - 3TST] chỉ 13T quay đầu,"Phố Phan Đăng Lưu, Phường 3, Quận Phú Nhuận, Hồ Chí Minh",40.2,3,4,3,Đã có sổ,2026-03-30,batdongsan,3.7184382563554808,Quận Phú Nhuận,TP.HCM,13.0,2.6390573296152584
"Bán Nhà riêng tạiTrần Cung, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","Trần Cung, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",109.0,2,2,8,Giấy tờ không xác định,2025-09-30,thuviennhadat,4.700480365792417,Quận Cầu Giấy,Hà Nội,28.0,3.367295829986474
"Nhà mới đẹp vào ở ngay! Đoạn 2 chiều-HXH 1 trục Võ Văn Tần Q.3-4x11m,4 tầng chỉ 12,8 tỷ,0903 155 ***","Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh",44.0,3,3,4,Đã có sổ,2026-03-28,batdongsan,3.8066624897703196,Quận 3,TP.HCM,12.8,2.624668592163159
"Nhà Tân Bình khu ga T3, 2 mặt hẻm 8m, 5 tầng 90m2 (6x15m)vuông, vị trí đẹp giảm 1.3 tỷ còn 22.5 tỷ","Phường 13, Quận Tân Bình, Hồ Chí Minh",90.0,5,6,5,Đã có sổ,2026-03-30,batdongsan,4.51085950651685,Quận Tân Bình,TP.HCM,22.5,3.1570004211501135
"Bán Nhà riêng tạiNguyễn Đức cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội","Nguyễn Đức cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",50.0,5,6,7,Đã có sổ,2025-12-19,thuviennhadat,3.9318256327243257,Quận Hoàng Mai,Hà Nội,14.7,2.7536607123542622
"Bán Nhà riêng tạiVĩnh Phúc , Phường Ngọc Hà, Quận Ba Đình, Hà Nội","Vĩnh Phúc , Phường Ngọc Hà, Quận Ba Đình, Hà Nội",40.0,3,4,7,Đã có sổ,2026-01-22,thuviennhadat,3.713572066704308,Quận Ba Đình,Hà Nội,12.0,2.5649493574615367
"BÁN NHÀ NÁT HẺM XE HƠI 6M LÝ CHÍNH THẮNG Q3-52M2- 9,2TỶ","Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",52.0,1,1,1,Đã có sổ,2026-03-26,batdongsan,3.970291913552122,Quận 3,TP.HCM,9.3,2.33214389523559
"Bán Nhà riêng tạiTrung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",33.0,3,4,5,Đã có sổ,2026-06-01,thuviennhadat,3.5263605246161616,Quận Cầu Giấy,Hà Nội,9.5,2.3513752571634776
"Bán nhà 5x18m Nguyễn Văn Yến gần Tô Hiệu, Phan Anh","Đường Nguyễn Văn Yến, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",80.0,1,1,1,Đã có sổ,2026-03-30,batdongsan,4.394449154672439,Quận Tân Phú,TP.HCM,8.0,2.1972245773362196
"Gần sát Đầm Sen! DT: (4x17)m. Nhà 2 tấm hẻm 4m Lạc Long Quân P.3. Giá: 6,5 tỷ (TL)","Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",67.0,3,3,2,Đã có sổ,2026-03-23,batdongsan,4.219507705176107,Quận 11,TP.HCM,6.5,2.0149030205422647
Nhà HXH Bà Hom - 4.1x10m - 4.9 Tỷ - Gần Chợ Cây Da Sà,"Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",41.0,2,3,3,Đã có sổ,2026-03-28,batdongsan,3.7376696182833684,Quận 6,TP.HCM,4.9,1.7749523509116738
"Nhanh tay sở hữu căn nhà đẹp, vị trí đắc địa ngay trung tâm Q7 sầm uất!","Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",16.0,2,1,1,Giấy tờ không xác định,2026-03-31,batdongsan,2.833213344056216,Quận 7,TP.HCM,1.55,0.9360933591703349
"NHÀ ĐẸP PHÚ THUẬN, Q.7, CÁCH MT HUỲNH TẤN PHÁT CHỈ 15M, 50m2, 3 TẦNG, CHỈ 6,5 TỶ","Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",50.0,4,3,3,Đã có sổ,2026-03-28,batdongsan,3.9318256327243257,Quận 7,TP.HCM,6.5,2.0149030205422647
"Bán gấp CHDV 5 tầng - DT 5mx24m - giá 24,5 tỷ - 12 pn- view công viên - đường số 10m - Quận 7","Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",120.0,12,13,5,Đã có sổ,2026-03-30,batdongsan,4.795790545596741,Quận 7,TP.HCM,24.5,3.2386784521643803
1.7 TỶ CÓ NHÀ HXH TRUNG TÂM Q8 CÓ HỘ KHẨU SÀI GÒN,"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",14.0,2,1,2,Đã có sổ,2026-03-29,batdongsan,2.70805020110221,Quận 8,TP.HCM,1.7,0.9932517730102833
"Nhỉnh 4 Tỷ, Có ngay NNC Mễ Cốc Q8. (3.1x12.6) Mới Đẹp-Thiết kế Hiện Đại, SHR, Hoàn Công, 3Tầng BTCT","CÁCH 100m ĐÊN MT, Đường Mễ Cốc, Phường 15, Quận 8, Hồ Chí Minh",37.0,4,3,3,Đã có sổ,2026-03-19,batdongsan,3.6375861597263857,Quận 8,TP.HCM,4.95,1.7833912195575383
"Nhà hẻm 8m Lê Thị Riêng 7.7x18m, nhà 4 lầu thang máy HĐ thuê 110tr/th, giá 35 tỷ TL","Đường Lê Thị Riêng, Phường Bến Thành, Quận 1, Hồ Chí Minh",118.85,11,12,5,Giấy tờ không xác định,2026-03-25,batdongsan,4.786240960880393,Quận 1,TP.HCM,35.0,3.58351893845611
Cực phẩm nhà đường số 30 & Dương Quảng Hàm phường An Nhơn + 5 lầu mới + nhà lành không khí xanh,"Đường Số 30, Phường 6, Quận Gò Vấp, Hồ Chí Minh",51.7,4,5,5,Đã có sổ,2026-03-28,batdongsan,3.9646154555473165,Quận Gò Vấp,TP.HCM,8.8,2.2823823856765264
"Bán nhà Phan Huy Ích ngang 5.2m hiếm, gần Emart Gò Vấp, full nội thất, đầy đủ công năng, chỉ 5 tỷ 7","Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Hồ Chí Minh",67.6,3,2,2,Đã có sổ,2026-03-30,batdongsan,4.22829253473184,Quận Gò Vấp,TP.HCM,5.75,1.9095425048844386
"Bán Nhà Hẻm 4m Góc 2 MT Đường Thống Nhất , P16 ( P . AN HỘI ĐÔNG MỚI )","Đường Thống Nhất, Phường 16, Quận Gò Vấp, Hồ Chí Minh",58.0,2,2,1,Đã có sổ,2026-03-30,batdongsan,4.07753744390572,Quận Gò Vấp,TP.HCM,6.38,1.998773638612381
"NHÀ 3 TẦNG , HXH QUẬN 8 , 60M2 DTS 138,6M2 , SHR , KHU ĐỒNG BỘ , GẦN CẦU LÒ GỐM.","Đường Phú Định, Phường 16, Quận 8, Hồ Chí Minh",60.0,4,4,3,Đã có sổ,2026-03-25,batdongsan,4.110873864173311,Quận 8,TP.HCM,5.5,1.8718021769015913
"NHÀ - Đường Trần Tấn, phường Tân Sơn Nhì, quận Tân Phú.","Đường Trần Tấn, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",60.0,3,3,3,Đã có sổ,2026-03-24,batdongsan,4.110873864173311,Quận Tân Phú,TP.HCM,10.7,2.4595888418037104
Giảm thêm 600 triệu Bán gấp nhà ở 5 PN 3WC Chợ Phú Nhuận,"Đường Cao Thắng, Phường 17, Quận Phú Nhuận, Hồ Chí Minh",38.6,5,3,3,Đã có sổ,2026-03-19,batdongsan,3.6788291182604347,Quận Phú Nhuận,TP.HCM,6.9,2.066862759472976
"Thương lượng tốt - Xe hơi đỗ cửa - Tiện KD, cho thuê - 42m2 - 4,75 tỷ","Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",29.0,2,2,2,Đã có sổ,2026-03-21,batdongsan,3.4011973816621555,Quận 3,TP.HCM,4.75,1.749199854809259
"CHỦ NGỘP BANK BÁN GẤP GIÁ 2,67 TỶ NR TẠI QUẬN 11, TRẦN QUÝ. DT 70M2, SHR, HĐT KINH DOANH 17 TR/1 TH","Đường Trần Quý, Phường 4, Quận 11, Hồ Chí Minh",70.0,3,3,2,Đã có sổ,2026-03-27,batdongsan,4.2626798770413155,Quận 11,TP.HCM,2.67,1.3001916620664788
TOÀ NHÀ KDC BÙI MINH TRỰC - KHU VỰC HIẾM NHÀ BÁN - ÔTÔ ĐẬU ĐC 3 CHIẾC - CHỦ GIẢM CÒN 9TỶ5,"Đường Bùi Minh Trực, Phường 6, Quận 8, Hồ Chí Minh",50.0,5,6,4,Đã có sổ,2026-03-27,batdongsan,3.9318256327243257,Quận 8,TP.HCM,9.5,2.3513752571634776
Nhà cạnh sân bay 5 x 15 m 5 tầng 7.4 tỷ oto ngủ nhà,"Phường 15, Quận Tân Bình, Hồ Chí Minh",75.0,5,5,5,Đã có sổ,2026-03-27,batdongsan,4.330733340286331,Quận Tân Bình,TP.HCM,7.4,2.128231705849268
(Video nhà 100%) Bán nhà diện tích khủng 53m2. 3.5mx15m. Sát hẻm xe hơi. Sát trường Nguyễn Hữu Thọ,"Hẻm xe hơi 62  , Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",53.0,4,2,2,Đã có sổ,2026-03-26,batdongsan,3.9889840465642745,Quận 7,TP.HCM,5.0,1.791759469228055
SIÊU PHẨM NHÀ THANG MÁY NGAY PHAN XÍCH LONG - 118M2 NGANG ĐẸP 5.2M 5 TẦNG - 20 TỶ TL,"Đường Nguyễn Công Hoan, Phường 7, Quận Phú Nhuận, Hồ Chí Minh",118.0,14,14,5,Đã có sổ,2026-03-28,batdongsan,4.77912349311153,Quận Phú Nhuận,TP.HCM,20.0,3.044522437723423
"Bán Nhà riêng tạimậu lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","mậu lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",31.0,3,4,5,Đã có sổ,2025-03-12,thuviennhadat,3.4657359027997265,Quận Hà Đông,Hà Nội,7.08,2.089391872533004
Siêu Phẩm 4m x 21m. Xây 4 Tầng Có Thang Máy. Hẻm 8m Ngay KDC An Sương,"Đường Đông Hưng Thuận 42, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh",82.0,5,6,5,Đã có sổ,2026-03-26,batdongsan,4.418840607796598,Quận 12,TP.HCM,8.45,2.2460147415056513
"Sở HỮU NGAY, CHDV FULL PHÒNG , 6x14, HXH PHÚ THUẬN, GẦN PHUS MỸ HƯNG, Q.7, NHỈNH 9 TỶ.","Phường Phú Thuận, Quận 7, Hồ Chí Minh",81.0,6,6,4,Đã có sổ,2026-03-30,batdongsan,4.406719247264253,Quận 7,TP.HCM,9.7,2.3702437414678603
"Bán Nhà biệt thự, liền kề theo dự ánRue De Charme tại Nguyễn xiển , Phường Hạ Đình, Quận Thanh Xuân, Hà Nội","Nguyễn xiển , Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",117.0,6,8,6,Đã có sổ,2026-03-26,thuviennhadat,4.770684624465665,Quận Thanh Xuân,Hà Nội,48.0,3.8918202981106265
"Bán Nhà riêng tạiquan nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","quan nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",36.0,6,7,8,Đã có sổ,2026-03-22,thuviennhadat,3.6109179126442243,Quận Thanh Xuân,Hà Nội,12.0,2.5649493574615367
"Bán Nhà riêng tạiTứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội","Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",66.2,3,2,7,Đã có sổ,2025-12-17,thuviennhadat,4.207673247529104,Quận Tây Hồ,Hà Nội,12.0,2.5649493574615367
"Bán NR 2PN, 2WC, 20.1m2 tại 139/x/x Đường Số 8, Gò Vấp, giá 2,75 tỷ, uy tín Hot!","139/x/x, Đường Số 8, Phường 6, Quận Gò Vấp, Hồ Chí Minh",20.1,2,2,1,Đã có sổ,2026-03-30,batdongsan,3.0492730404820207,Quận Gò Vấp,TP.HCM,2.75,1.3217558399823195
Bán nhà mới xây 5 tầng có thang máy ngay An Dương vương 72m2. Có nội thất cơ bản 8.1 tỷ,"Đường An Dương Vương, Phường 14, Quận 6, Hồ Chí Minh",72.0,6,7,5,Đã có sổ,2026-03-22,batdongsan,4.290459441148391,Quận 6,TP.HCM,8.1,2.2082744135228043
"CMT8 bán nhà HXT nở hậu 60m2 giá 9,39tỷ","Đường Cách Mạng Tháng Tám, Phường 5, Quận Tân Bình, Hồ Chí Minh",60.0,3,3,3,Đã có sổ,2026-03-29,batdongsan,4.110873864173311,Quận Tân Bình,TP.HCM,9.39,2.340843805111136
"Bán nhà đường Trần Não, P. Bình An - Dt 4,5x12m - 3 lầu - giá 12,5tỷ - nhà đẹp có chỗ đậu oto","Đường Trần Não, Phường Bình An, Quận 2, Hồ Chí Minh",54.0,3,3,3,Đã có sổ,2026-03-20,batdongsan,4.007333185232471,Quận 2,TP.HCM,12.5,2.6026896854443837
"Nhà 2 tầng - DT 110m2 - ngang 5m vị trí đường Nguyễn Thị Thập Q7, thông ra chợ Tân Mỹ","Đường Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, Hồ Chí Minh",110.0,4,5,3,Đã có sổ,2026-03-30,batdongsan,4.709530201312334,Quận 7,TP.HCM,11.8,2.5494451709255714
Bán nhà 68m2 chính chủ có sổ đường Cầu Kinh,"128/11A, Đường Cầu Kinh, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh",68.0,5,3,3,Đã có sổ,2026-03-27,batdongsan,4.23410650459726,Quận Bình Tân,TP.HCM,5.2,1.824549292051046
"Bán nhà đẹp, mới, Phạm Văn Chiêu-50,7m2-4,1x12,5m-NHỈNH 5 t.ỷ","Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh",50.7,3,2,2,Đã có sổ,2026-03-30,batdongsan,3.9454577815143836,Quận Gò Vấp,TP.HCM,5.79,1.9154509415706047
"Ngộp, giảm 600tr, Nhà phố 4.7x13m 1lững 3 lầu, hẻm 6m thông Trần Thị Năm, Tân chánh hiệp","1/, Đường Trần Thị Năm, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",54.0,5,5,5,Đã có sổ,2026-03-23,batdongsan,4.007333185232471,Quận 12,TP.HCM,6.99,2.0781907597781832
