tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang,source_site
"Bán nhà riêng giá tốt Long Trường - 4x14m - SHR hoàn công - ô tô 5m - Chỉ 3,85 tỷ - hàng hiếm",3.85,"Đường Bùi Xương Trạch, Phường Long Trường, Quận 9, Hồ Chí Minh",56.0,2,2,2,Sổ hồng,2026-03-27,batdongsan
"Căn góc 2 mặt tiền hẻm xe hơi Huỳnh Văn Bánh, Phú Nhuận ~120m2 DTSD 5 tầng + sân thượng",8.9,"Đường Huỳnh Văn Bánh, Phường 13, Quận Phú Nhuận, Hồ Chí Minh",27.5,3,4,5,Sổ hồng,2026-03-19,batdongsan
"Bán Gấp Hẻm Xe Hơi Phú Thọ Hoà - Tân Phú,46m2 chỉ 5tỷ TL KHÔNG QUY HOẠCH LỘ GIỚI",5.0,"Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",46.0,2,2,2,Sổ hồng,2026-03-29,batdongsan
Nhà trung tâm quận 10 170tr/m2,6.98,"Đường Lê Hồng Phong, Phường 2, Quận 10, Hồ Chí Minh",40.0,4,2,4,Sổ hồng,2026-03-27,batdongsan
Nhà Gò Vấp hẻm đẹp 8m gần khu chung cư Dream Home 4PN tiện ích gần chợ trường học cấp,7.2,"Đường Số 59, Phường 14, Quận Gò Vấp, Hồ Chí Minh",55.0,4,3,4,Sổ hồng,2026-03-31,batdongsan
"Siêu phẩm MTKD 5 tầng - trung tâm Quận 12, kề Nguyễn Ảnh Thủ - có thang máy",9.7,"Đường Nguyễn Thành Vĩnh, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",72.2,6,5,5,Sổ hồng,2026-03-28,batdongsan
"Chính chủ bán nhà hẻm xe hơi Thạnh Mỹ Lợi, Khu Dân Cư Cao Cấp",11.5,"Đường Thạnh Mỹ Lợi, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",84.0,4,6,5,Sổ hồng,2026-03-24,batdongsan
NHÀ ĐẸP PHAN XÍCH LONG - 30M2 - 3TẦNG BTCT - TT PHÚ NHUẬN - SÁT Q1 - CHỈ 5.X TY .,5.6,"Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Hồ Chí Minh",30.0,3,3,3,Sổ hồng,2026-03-27,batdongsan
Đất vàng hẻm 8m kinh doanh - Bùi Đình Túy - 95.5m2 ngang 4.2m - xây mới hầm 6 tầng,14.9,"Đường Bùi Đình Túy, Phường 12, Quận Bình Thạnh, Hồ Chí Minh",95.5,4,3,2,Sổ hồng,2026-03-31,batdongsan
"Nhà hẻm xe hơi Thạnh Xuân 25, DT:4x 4m, lửng, 3lầu, 4PN, gara ô tô, sân thượng, hướng ĐN, 6.2 tỷ",6.2,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",55.0,4,6,4,Sổ hồng,2026-03-29,batdongsan
Bán nhà căn góc Nguyễn Cửu Vân - 2 phút sang Q1,1.93,"Đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Hồ Chí Minh",11.0,2,1,2,Sổ hồng,2026-03-29,batdongsan
Bán nhà 4 tầng hẻm /1 Lê Văn Lương Tân Quy - DT sàn 260m2 5PN nhà đẹp - vị trí TT 8.5 tỷ,8.5,"Đường Lê Văn Lương, Phường Tân Quy, Quận 7, Hồ Chí Minh",65.0,5,6,4,Sổ hồng,2026-03-20,batdongsan
"Ngay Đầm Sen quận 11 DT 56 mét xây 4 lầu hẻm to giá chỉ 8,95 tỷ",8.95,"Đường Hòa Bình, Phường 3, Quận 11, Hồ Chí Minh",56.0,5,6,4,Sổ hồng,2026-03-16,batdongsan
"Lê Văn Quới - 4 tầng - DT 7x22m, đường 8m, BHH A, Bình Tân",15.0,"Đường Lê Văn Quới, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh",154.0,5,6,4,Sổ hồng,2026-03-23,batdongsan
"Nhà trọ 2 tầng đường ĐÔNG HƯNG THUẬN 06, phường ĐÔNG HƯNG THUẬN,Q12,dt 190m2 (10mx19m)",10.0,"Đường Đông Hưng Thuận, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",190.0,4,4,2,Sổ hồng,2026-03-30,batdongsan
"HÀNG NGON ĐOÀN VĂN BƠ Q4, 77,5M2 , ĐANG CHO THUÊ 22 TRIỆU/THÁNG, GIÁ 2 TỶ 890 TL HXH . SHR",2.95,"Đường Đoàn Văn Bơ, Phường 13, Quận 4, Hồ Chí Minh",77.5,4,4,3,Sổ hồng,2026-03-30,batdongsan
"Bán NR tại 103 Tân Khai, 10,8 tỷ, 38m2, 3PN, 3WC, 5 tầng",10.8,"103, Đường Tân Khai, Phường 4, Quận 11, Hồ Chí Minh",38.0,3,3,5,Sổ hồng,2026-03-30,batdongsan
"Bán gấp nhà Vườn Lài, Q. Tân Phú có sân rộng (có thương lượng)",4.6,"Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",33.9,2,2,1,Sổ hồng,2026-03-30,batdongsan
"Bán nhà HXH TRƯỜNG CHINH ngay Ba Vân Tân Bình, 56m2 *3 tầng đẹp lung linh ở ngay",8.76,"Đường Trường Chinh, Phường 14, Quận Tân Bình, Hồ Chí Minh",56.0,3,4,3,Sổ hồng,2026-03-29,batdongsan
Bán nhà đẹp Thống Nhất 139m2 ngang 5.5m 1 trệt 3 lầu 11 tỷ P16 Gò Vấp (P. An Hội Đông mới),11.0,"Đường Thống Nhất, Phường 16, Quận Gò Vấp, Hồ Chí Minh",139.0,4,5,4,Sổ hồng,2026-03-30,batdongsan
"BÁN NHÀ 3 TẦNG , 4PN , HẺM NHỰA 6M Ô TÔ ĐỖ CỬA , HÀNG XÓM QUẬN 1.",8.9,"Đường Cách Mạng Tháng Tám, Phường 9, Quận 3, Hồ Chí Minh",60.0,4,4,3,Sổ hồng,2026-03-30,batdongsan
Bán nhà sổ hồng riêng - hẻm trước nhà 6m - cách đường Trần Xuân Soạn 100m - Quận 7,3.95,"Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",33.0,2,2,2,Sổ hồng,2026-03-26,batdongsan
"Hẻm 10m đường Nguyễn Hữu Tiến, phường Tây Thạnh diện tích 4x18m 3 tấm",8.5,"Đường Nguyễn Hữu Tiến, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",71.0,4,5,3,Sổ hồng,2026-03-31,batdongsan
Bán nhà cấp 4 gác lửng-Giáp cầu an Lộc-Apđ-hẻm thông xe hơi,4.7,"Đường Nguyễn Thị Nhuần, Phường An Phú Đông, Quận 12, Hồ Chí Minh",53.0,2,1,1,Sổ hồng,2026-03-28,batdongsan
Trung tâm Bình Thạnh - xe hơi tới nhà - ngay Ung Văn Khiêm - 134m2 (5.7x23) - chỉ ~ 110tr/m2 cực rẻ,15.5,"Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Hồ Chí Minh",134.0,4,4,3,Sổ hồng,2026-03-25,batdongsan
"Nhà 5 tầng Mã Lò, 5PN 6WC chỉ 7tỷ, hẻm nhựa lớn tiện kinh doanh buôn bán, gần chợ, trường, BV",7.0,"Đường Mã Lò, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",50.0,5,6,5,Sổ hồng,2026-03-30,batdongsan
Bán nhà mặt tiền hẻm 4m - 3PN - Nguyễn Văn Quỳ - Q7,1.49,"88, Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",21.2,3,1,2,Giấy tờ không xác định,2026-03-24,batdongsan
"Chỉ 5TỶ. NHÀ GÓC 2 MẶT HẺM KD Q11. - NGAY LẠC LONG QUÂN, KHÔNG LG, QH - NHÀ (3.5 x 11) 2 TẦNG.",5.12,"Đường Lạc Long Quân, Phường 1, Quận 11, Hồ Chí Minh",36.0,2,2,2,Sổ hồng,2026-03-28,batdongsan
"Nhà mặt tiền đường số - ngang hiếm 6m - P4 Q8, DT: 6x15m, nở hậu",9.8,"Đường Số 9, Phường 4, Quận 8, Hồ Chí Minh",87.0,2,2,1,Sổ hồng,2026-03-27,batdongsan
"Nhà hẻm xe hơi Trần Ngọc Diện Q2. Giá: 6,2 tỷ. DT: 58m2. 5 Tầng, 3PN 3WC. Sổ Hồng Riêng. Hẻm Xe Hơi",6.2,"Trần Ngọc Diện p An Khánh , Đường Trần Ngọc Diện, Phường An Khánh, Quận 2, Hồ Chí Minh",58.0,3,4,5,Sổ hồng,2026-03-28,batdongsan
"Nhà 2 tầng - hẻm xe hơi đỗ cửa - Trần Khắc Chân, Phú Nhuận - chỉ 6.25 tỷ TL",6.25,"Đường Trần Khắc Chân, Phường 9, Quận Phú Nhuận, Hồ Chí Minh",25.8,3,2,2,Sổ hồng,2026-03-16,batdongsan
Gò Dầu - HẺM 5M - 3 TẦNG -SỔ VUÔNG VỨC - HOÀN CÔNG ĐẦY ĐỦ,7.6,"Đường Gò Dầu, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",49.0,3,3,3,Sổ hồng,2026-03-28,batdongsan
BÁN NHÀ QUẬN 7 - GIÁ TỐT TRONG KHU VỰC - 63m2 - 2 TẦNG,6.3,"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",63.0,3,2,2,Sổ hồng,2026-03-28,batdongsan
Nhà Quận 3 - khu Cư Xá Đô Thành - hẻm xe ô tô - đất thổ cư vuông vức - 4 tầng - 3 phòng ngủ,6.0,"Đường Số 7 Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",26.0,3,4,4,Sổ hồng,2026-03-21,batdongsan
"Quận 4, cách MT 80m, hẻm 3m, 1 trệt 1 lầu, 3,4x13m(sổ CN 38,5 m²), không quy hoạch, chỉ 3 tỷ 600tr",3.6,"Đường Vĩnh Hội, Phường 4, Quận 4, Hồ Chí Minh",38.5,2,2,2,Sổ hồng,2026-03-16,batdongsan
"Nguyễn Văn Cừ - Quận 5, nhà 5 tầng, 6PN, HXH 2 mặt thông thoáng gần ĐH Sài Gòn-Tiện cho thuê hoặc ở",7.45,"Đường Nguyễn Văn Cừ, Phường 2, Quận 5, Hồ Chí Minh",27.0,6,4,5,Sổ hồng,2026-03-18,batdongsan
"LÔ GÓC 3 MẶT THOÁNG KHU VIP BÌNH THỚI, QUẬN 11 SỔ ĐẸP CHỈ 7.x TỈ",7.5,"Đường Bình Thới, Phường 3, Quận 11, Hồ Chí Minh",46.0,3,2,2,Sổ hồng,2026-03-27,batdongsan
"Đi định cư bán nhà Phạm Văn Chí, 6 x 11, 3 tầng BTCT 5PN 5WC có garage trong nhà",7.3,"Đường Phạm Văn Chí, Phường 7, Quận 6, Hồ Chí Minh",66.0,5,4,3,Sổ hồng,2026-03-16,batdongsan
"Hot, Bán gấp Nhà riêng Tỉnh Lộ 10 BTân, 82m2, 2 tầng mới ken, ngang khủng 11m, chỉ nhỉnh 6 tỷ.",6.7,"Đường Tỉnh Lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",82.0,4,3,2,Sổ hồng,2026-03-29,batdongsan
"Hẻm 4m thông nhà đẹp, ngay AEON, chỉ 7.5 tỷ, Tạ Quang Bửu P4, Q8",7.5,"Phố Tạ Quang Bửu, Phường 4, Quận 8, Hồ Chí Minh",60.0,2,2,2,Sổ hồng,2026-03-25,batdongsan
"Bán nhà riêng 4 tầng lầu, full nội thất sang trọng, ô tô đỗ cổng. Ngang 6m bề thế sổ nở hậu nhỉnh 7",7.2,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Hồ Chí Minh",38.0,3,4,4,Sổ hồng,2026-03-29,batdongsan
"DT: 4x16, có 2 lầu mới vào ở liền, đường Tỉnh Lộ 10, giáp Bình Trị Đông",5.38,"Đường Tỉnh Lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",63.0,2,2,3,Sổ hồng,2026-03-29,batdongsan
HXH - Gò Dầu - cách MTKD 2 căn - 4x21m - 3 tầng - BTCT - an ninh - chỉ 12 tỷ,12.0,"Đường Gò Dầu, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",80.0,3,4,3,Sổ hồng,2026-03-23,batdongsan
"Bán nhà Lạc Long Quân, P.3, Quận 11, nhà sửa mới sạch đẹp ở liền, nở hậu nhẹ, gần giáo xứ Bình Thới",3.95,"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",30.0,2,2,2,Sổ hồng,2026-03-18,batdongsan
"SOCK NHÀ SIÊU ĐẸP TRUNG TÂM Q12, 60M2 HẺM XE HƠI CHỦ GẤP BÁN CHỈ 3.X TỶ",3.8,"Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",56.0,3,2,2,Sổ hồng,2026-03-23,batdongsan
"QUẬN3 ĐƯỜNG CÁCH MẠNG THÁNG 8 - CHDV CAO CẤP 50M2- 5TẦNG BTCT, DÒNG TIỀN 30tr/tháng-GIÁ CHỈ 8,9 tỷ.",8.9,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",50.0,7,7,5,Sổ hồng,2026-03-29,batdongsan
"Bán nhà diện tích lớn với 4PN, 5WC, 45m2 tại Âu Dương Lân, Q8, HCM - 6,82 tỷ",6.82,"Đường Âu Dương Lân, Phường 2, Quận 8, Hồ Chí Minh",45.0,4,5,4,Sổ hồng,2026-03-24,batdongsan
Nhà Tôn Đản 3 tầng 53.2m2 KDC hiện hữu hoàn công gần phố ẩm thực Vĩnh Khánh chỉ 6 tỷ hơn,6.75,"Đường Tôn Đản, Phường 12, Quận 4, Hồ Chí Minh",53.2,4,3,3,Sổ hồng,2026-03-24,batdongsan
HXH - dòng tiền 40tr/th - 4PN - Chỉ hơn 6 tỷ,6.9,"Đường 102, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",58.0,4,3,3,Sổ hồng,2026-03-21,batdongsan
"NHÀ 3 TẦNG ĐÚC BÊ TÔNG , HẺM 6M XE HƠI ĐẬU TRƯỚC CỬA , GIÁ GIẢM 300TR ( 6,5 Tỷ",6.5,"Đường Lạc Long Quân, Phường 10, Quận 11, Hồ Chí Minh",30.0,4,3,3,Sổ hồng,2026-03-29,batdongsan
"Quá hiếm! Ngang to 7,5m ngay cv Lê Văn Tám hẻm 6m Võ Thị Sáu, Q1(7,5 x 15m)CN 112m2-Giá 23 tỷ",23.0,"Đường Võ Thị Sáu, Phường Tân Định, Quận 1, Hồ Chí Minh",112.0,4,4,3,Sổ hồng,2026-03-26,batdongsan
"Bán gấp NR 4PN 3WC full nội thất, 88m2, 6,2 tỷ ở Hương Lộ 2, P Bình Trị Đông A, Q. Bình Tân",6.2,"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",88.0,4,3,4,Sổ hồng,2026-03-27,batdongsan
"Bán nhà chợ Nhị Thiên Đường - Bùi Minh Trực, P5, Q8 3x25m sổ riêng 3 phòng 2WC gần mặt tiền",5.28,"Đường Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh",75.0,3,2,2,Sổ hồng,2026-03-30,batdongsan
"Bán căn nhà SHR 56m2 có 3 lầu đường Lâm Thị Hố-gần Trần Thị Năm Trung Mỹ Tây, Hồ Chí Minh 5,58 tỷ",5.58,"Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",56.0,3,4,3,Sổ hồng,2026-03-18,batdongsan
"Siêu phẩm villa Bali mini tại Bình Tân - cạnh Aeon Tên Lửa - ngang lớn 5m - full NT -  5,4 tỷ",5.4,"Đường Tỉnh Lộ 10, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",50.0,4,3,3,Sổ hồng,2026-03-29,batdongsan
"VIP Nguyễn Thị Minh Khai, Quận 1, Nhà 4 tầng, ngang 7 m, giá tốt",45.0,"Đường Nguyễn Thị Minh Khai, Phường Tân Định, Quận 1, Hồ Chí Minh",104.5,11,13,4,Sổ hồng,2026-03-21,batdongsan
"Chính chủ gấp bán nhà HXH Trường Sa, P12, Q3 CN = 39.1m2, 3 tầng. Chỉ 8,8 tỷ TL LH0913 620 ***",8.8,"Đường Trường Sa, Phường 12, Quận 3, Hồ Chí Minh",39.1,4,4,3,Sổ hồng,2026-03-23,batdongsan
"Nhà mới full nội thất Lê Lai, Bảy Hiền chỉ 8.3 tỷ",8.3,"Đường Lê Lai, Phường 12, Quận Tân Bình, Hồ Chí Minh",39.6,3,3,3,Sổ hồng,2026-03-30,batdongsan
Quận 7 - Biệt thự sân vườn - 322m2 - ngang 12m x 30m - 4PN - sân đậu 10 oto - chỉ 16 tỉ 250,16.25,"Đường Nguyễn Thị Thập, Phường Phú Thuận, Quận 7, Hồ Chí Minh",322.0,4,4,3,Sổ hồng,2026-03-20,batdongsan
"Nhà bán, hẻm 4m đường Trần Bình Trọng. Q5, DTCN 28 m2, 2 tầng, gía 5,3 tỷ",5.3,"Đường Trần Bình Trọng, Phường 1, Quận 5, Hồ Chí Minh",28.0,1,1,2,Sổ hồng,2026-03-16,batdongsan
"Ngang to 6,6m! Biệt thự 3 tầng phố ẩm thực Phan Xích Long (6.6x21m) 145.2m2 - 12PN giá 23.4 tỷ TL",23.4,"Đường Phan Xích Long, Phường 3, Quận Phú Nhuận, Hồ Chí Minh",145.2,12,9,3,Sổ đỏ,2026-03-28,batdongsan
Hẻm xe hơi ngay Cộng Hòa - Nhất Chi Mai - P13 TB - diện tích 4.5x17m - 3 tầng giá chỉ 13 tỷ,13.0,"Đường Cộng Hòa, Phường 13, Quận Tân Bình, Hồ Chí Minh",76.5,5,3,3,Sổ hồng,2026-03-30,batdongsan
Nhà 5 tầng Đoàn Văn Bơ Q4 - 8PN 7WC - DT 77m2 (3.5mx22m) - Vừa ở vừa kinh doanh - Giá chỉ 8 tỷ,8.0,"Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",77.0,8,7,4,Sổ hồng,2026-03-25,batdongsan
"Bán gấp Nhà riêng tại Hòa Bình, 6,5 tỷ, 48m2, 3PN, 2WC, chính chủ",6.5,"Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Hồ Chí Minh",48.0,3,2,2,Sổ hồng,2026-03-29,batdongsan
Q. 11 - Thái Phiên - Hàn Hải Nguyên - 3/2 - 36m2 - 3 tầng - hẻm xe hơi thông,6.4,"Đường Thái Phiên, Phường 2, Quận 11, Hồ Chí Minh",36.0,2,2,3,Sổ hồng,2026-03-25,batdongsan
"Bán nhà C4, Huỳnh Văn Nghệ, Tân Bình, 88m2 chỉ hơn 6 tỷ, hẻm xe hơi thông, gần chợ, ngang 6m",6.68,"Đường Huỳnh Văn Nghệ, Phường 15, Quận Tân Bình, Hồ Chí Minh",88.0,2,1,1,Sổ hồng,2026-03-31,batdongsan
"Nhà xinh 2 tầng, 2PN, 2WC, Chỉ 5T, Đường Lê Văn Việt, Trung tâm Hiệp Phú, Xe hơi tận nhà",5.0,"Đường Lê Văn Việt, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",40.0,2,2,2,Sổ hồng,2026-03-29,batdongsan
Nhà đẹp giá rẻ 45 m2 Mai Xuân Thưởng 4 tầng BTCT xách Vali vào ở ngay chỉ 6.8 Tỷ,6.8,"Đường Mai Xuân Thưởng, Phường 2, Quận 6, Hồ Chí Minh",45.1,3,4,4,Sổ hồng,2026-03-21,batdongsan
2 MT Hẻm Hậu Giang 45m2 3Tầng BTCT Nhà Mới Đẹp Thơm Mùi Sơn Mới Vào Ở Ngay Chỉ 5đ68 còn TL.,5.68,"319, Đường Hậu Giang, Phường 5, Quận 6, Hồ Chí Minh",45.0,3,3,3,Sổ hồng,2026-03-21,batdongsan
"""Hiếm"" 5 tầng 50m2, 6PN, hẻm xe hơi gần Phạm Văn Đồng",5.1,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Hồ Chí Minh",50.0,5,5,4,Sổ hồng,2026-03-30,batdongsan
"Bán nhà Quận 6 nhà đẹp 5 tầng full nội thất chỉ 6,8 tỷ",6.8,"Đường Hậu Giang, Phường 5, Quận 6, Hồ Chí Minh",48.5,3,4,5,Sổ hồng,2026-03-18,batdongsan
"Bán nhà hẻm rộng 10m, Đường Thoại Ngọc Hầu, Quận Tân Phú, DT 112m2, giá hơn 9 tỷ thương lượng",9.8,"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",112.0,3,2,1,Sổ hồng,2026-03-28,batdongsan
Hàng kín Q.10 - Tô Hiến Thành 65m2 - chủ cần ra gấp,8.2,"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",65.0,3,2,2,Sổ hồng,2026-03-30,batdongsan
"Chính chủ bán gấp căn HXH 5m Nguyễn Thái Bình, Tân Bình giá 4tỷ3/ 54,8m2. Đang cho thuê 18 tr/tháng",4.3,"Đường Nguyễn Thái Bình, Phường 2, Quận Tân Bình, Hồ Chí Minh",54.8,3,3,3,Sổ hồng,2026-03-29,batdongsan
Nhà HXH Bà Hom - 4.1x10m - 4.9 Tỷ - Gần Chợ Cây Da Sà,4.9,"Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",41.0,2,3,3,Sổ hồng,2026-03-28,batdongsan
Bán nhà Quận 3 góc 3 mặt tiền ko lộ giới ngang 3.8m 5 tầng 6PN 1 căn 2 xe tải tránh khu Bàn cờ,7.98,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh",46.0,6,4,5,Sổ hồng,2026-03-21,batdongsan
Phan Văn Trị - Quận 5 - Cách mặt tiền chỉ 3 căn - 3 tầng - Hoàn công - Sẵn dòng tiền thuê - 5.4 tỷ,5.4,"Đường Phan Văn Trị, Phường 3, Quận 5, Hồ Chí Minh",24.0,4,4,3,Sổ hồng,2026-03-18,batdongsan
Nhà cực đẹp 5 phòng ở ngay - Ngang 5 dài 18 vuông vức,12.5,"Đường Tôn Thất Thuyết, Phường 15, Quận 4, Hồ Chí Minh",90.0,4,4,4,Sổ hồng,2026-03-25,batdongsan
"Q8 NHÀ 5 LẦU XE HƠI ĐỖ CỬA GẦN CHỢ RẠCH ÔNG NHỈNH 10 TỶ Đường Nguyễn Thị Tần, Chợ Rạch ông",10.95,"Đường Nguyễn Thị Tần, Phường 2, Quận 8, Hồ Chí Minh",60.5,5,5,5,Sổ hồng,2026-03-30,batdongsan
"4 Tầng - Hương Lộ 2, 96m2, 4x24m - Bình Tân - HXH 6m thông - giá đầu tư - sẵn dòng tiền",6.3,"Đường Hương lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",96.0,4,4,4,Sổ hồng,2026-03-19,batdongsan
"CHDV , CAO CẤP 4 TẦNG , KHU KIỂU ĐÀM ,VỚI 11PHÒNG KHÉP KÍN , HẺM XE TẢI THÔNG",13.9,"Đường Kiều Đàm, Phường Tân Hưng, Quận 7, Hồ Chí Minh",78.0,11,11,4,Sổ hồng,2026-03-16,batdongsan
"Bán Nhà 4 Tầng BTCT Hẻm Xe Hơi, Trường Chinh, Phường 14, Tân Bình, Chỉ 8.35 Tỷ",8.35,"Đường Trường Chinh, Phường 14, Quận Tân Bình, Hồ Chí Minh",52.0,4,5,4,Sổ hồng,2026-03-31,batdongsan
"Bán nhà 4 tầng, hẻm xe hơi 6 m,Cao Thắng,p12,Q10,diện tích 60 m,giá hơn 12 tỷ",12.0,"Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",50.0,6,6,4,Sổ hồng,2026-03-30,batdongsan
"Nhà hẻm kinh doanh đường Lò Siêu, Phường 16 Quận 11  4 Tầng  50m2 - Giá 10.48 tỷ",10.45,"Đường Lò Siêu, Phường 16, Quận 11, Hồ Chí Minh",50.0,6,4,4,Sổ hồng,2026-03-29,batdongsan
"Bán nhà hẻm 8m Cư xá Đồng Tiến, P.14, Q.10 - Ngang 9m - Giá chỉ 9,9 tỷ",9.9,"Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",36.0,5,5,5,Sổ hồng,2026-03-20,batdongsan
"Bán nhà hẻm xe hơi, gần đường Lê Văn Quới, Bình Tân, ngang 4m dài 16m, nhỉnh 5 tỷ",5.6,"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",64.0,2,2,2,Sổ hồng,2026-03-28,batdongsan
"Bán nhà HXH Tô Ngọc Vân, Phường An Hội Đông. 56m2(4x14m). 2 tầng. 3pn. Chỉ 5,1 tỷ.",5.1,"Đường Tô Ngọc Vân, Phường 16, Quận Gò Vấp, Hồ Chí Minh",56.0,3,2,2,Sổ hồng,2026-03-30,batdongsan
Hàng hiếm! Ngang đẹp 5m - hẻm ôtô Lê Thị Riêng - Thông Nguyễn Trãi - Q1 - 4 tầng. Chỉ 23tỷ (TL),23.0,"Đường Lê Thị Riêng, Phường Bến Thành, Quận 1, Hồ Chí Minh",62.0,5,4,4,Sổ hồng,2026-03-23,batdongsan
"BÁN NHÀ TP HCM, GÒ VẤP, BÙI QUANG LÀ, 68M2, 4 TẦNG, Ô TÔ VÀO NHÀ, GIÁ 8.25 TỶ",8.25,"Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Hồ Chí Minh",68.0,4,4,4,Sổ hồng,2026-03-31,batdongsan
"Nhà chính chủ HXH 5 m DT: 3x15,6m - CN 41m² - 4 tầng - chỉ 9,9tỷ TL không lỗi phong thủy vị trí đẹp",9.9,"Đường Huỳnh Văn Bánh, Phường 14, Quận Phú Nhuận, Hồ Chí Minh",41.0,4,3,4,Sổ hồng,2026-03-29,batdongsan
-Nhà SHR đường Tân Mỹ Quận 7 Thông Ra Cư Xá Ngân Hàng Và Nguyễn Văn Linh Trần Xuân Soạn,4.15,"163 Đường Tân Mỹ, Đường Tân Mỹ, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",45.0,2,3,2,Sổ hồng,2026-03-30,batdongsan
"Nhà bán trệt lầu vị trí đẹp 54m2(5,8 x 9,5)n hậu 6,1m-3 pn, hẻm thông 3,5m gần Mt Dương B Trạc P1Q8",5.68,"Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",54.0,3,1,2,Sổ hồng,2026-03-28,batdongsan
"Bán nhà 84m2 hẻm xe hơi Nguyễn Văn Quá - 4,2x20 - Đông Hưng Thuận - Quận 12 - 6,2 tỷ",6.2,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",84.0,2,3,2,Sổ hồng,2026-03-31,batdongsan
"Nhà 5 tầng BTCT đường nhựa xe tải 10m, Quận 6, gần Nguyễn Văn Luông, 4x16m, nhỉnh 9 tỷ",9.85,"Đường Cư Xá Phú Lâm, Phường 12, Quận 6, Hồ Chí Minh",64.0,5,3,5,Sổ hồng,2026-03-21,batdongsan
"Nhà xinh, nở hậu, không LG - Cách Mạng Tháng 8 - 36m2, 4 tầng - 5.5 tỷ",5.5,"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",36.0,4,3,4,Sổ hồng,2026-03-29,batdongsan
"Mặt bằng kinh doanh - hẻm 1/x tải thông, ôtô 7c vào nhà, sát mặt tiền, * 84m2* 4 tầng 9.18 tỷ TL",9.18,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh",84.0,4,5,4,Sổ hồng,2026-03-28,batdongsan
